parlamentarier_anzeige_name	parlamentarier_id	parlamentarier_nachname	parlamentarier_vorname	parlamentarier_zweiter_vorname	parlamentarier_rat	parlamentarier_kanton	parlamentarier_partei	parlamentarier_fraktion	parlamentarier_kommissionen	parlamentarier_im_rat_seit	parlamentarier_im_rat_bis	parlamentarier_geschlecht	parlamentarier_geburtstag	parlamentarier_parlament_biografie_id	parlamentarier_parlament_number	parlamentarier_sprache	parlamentarier_arbeitssprache	interessenbindung_beschreibung	interessenbindung_von	interessenbindung_bis	interessenbindung_art	interessenbindung_funktion_im_gremium	interessenbindung_deklarationstyp	interessenbindung_status	interessenbindung_hauptberuflich	interessenbindung_behoerden_vertreter	interessenbindung_wirksamkeit	organisation_id	verguetung	verguetung_jahr	verguetung_beschreibung	organisation_name_de	organisation_uid	organisation_name_fr	organisation_ort	organisation_rechtsform	organisation_rechtsform_handelsregister	organisation_rechtsform_zefix	organisation_typ	organisation_vernehmlassung	organisation_interessengruppe1	organisation_interessengruppe1_branche	organisation_interessengruppe1_branche_kommission_abkuerzung	organisation_interessengruppe2	organisation_interessengruppe2_branche	organisation_interessengruppe2_branche_kommission_abkuerzung	organisation_interessengruppe3	organisation_interessengruppe3_branche	organisation_interessengruppe3_branche_kommission_abkuerzung
"Salzmann, Werner"	301	"Salzmann"	"Werner"		"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"	"N"	"tief"	3576				"Hauseigentümerverband Fraubrunnen"			"Münchenbuchsee"	"Verein"			"MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"nie"	"Immobilien/Hauseigentümer"	"Wirtschaft"	"WAK"						
"Salzmann, Werner"	301	"Salzmann"	"Werner"		"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"	"N"	"tief"	3577				"Lions Club Landshut"			"Worblental"	"Verein"			"EinzelOrganisation,MitgliedsOrganisation,LeistungsErbringer"	"nie"	"Zünfte, Verbindungen und Serviceclubs"	"Wirtschaft"	"WAK"	"Gemeinwohl/Gesellschaft"	"Soziale Sicherheit"	"SGK"			
"Salzmann, Werner"	301	"Salzmann"	"Werner"		"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"	"N"	"tief"	3578				"Offiziersgesellschaft Burgdorf"			"Utzenstorf"	"Verein"			"EinzelOrganisation,MitgliedsOrganisation,dezidierteLobby"	"nie"	"Militär"	"Sicherheit"	"SiK"						
"Salzmann, Werner"	301	"Salzmann"	"Werner"		"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"	"N"	"tief"	3579				"Schützengesellschaft Mülchi"			"Mülchi"	"Verein"			"EinzelOrganisation"	"nie"	"Breitensport"	"Sport"	"WBK"						
"Salzmann, Werner"	301	"Salzmann"	"Werner"		"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	3580	"0"	2020	"Ehrenamtlich"	"Schweizerische Gesellschaft für Agrarrecht"		"Société suisse de droit agraire"	"Brugg"	"Verein"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Landwirtschaft allgemein"	"Landwirtschaft"	"WAK"						
"Salzmann, Werner"	301	"Salzmann"	"Werner"		"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"	"N"	"tief"	3582				"Schweizerische Vereinigung für einen starken Agrar- und Lebensmittelsektor"		"Association suisse pour un secteur agroalimentaire fort"	"Lausanne"	"Verein"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Landwirtschaft allgemein"	"Landwirtschaft"	"WAK"						
"Salzmann, Werner"	301	"Salzmann"	"Werner"		"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"				"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	3584	"0"	2020	"Ehrenamtlich"	"Schweizerischer Verband für Landtechnik"	"CHE-105.898.295"	"Association suisse pour l'équipement technique de l'agriculture"	"Riniken"	"Verein"	0109	6	"EinzelOrganisation"	"nie"	"Landwirtschaftstechnik"	"Landwirtschaft"	"WAK"						
"Salzmann, Werner"	301	"Salzmann"	"Werner"		"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"	"N"	"tief"	3585				"Schützengesellschaft der Stadt Bern"	"CHE-101.100.550"		"Bern"	"Verein"	0109	6	"EinzelOrganisation,MitgliedsOrganisation"	"nie"	"Breitensport"	"Sport"	"WBK"						
"Salzmann, Werner"	301	"Salzmann"	"Werner"		"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"	"N"	"tief"	3586				"Vereinigung Berner Division"			"Bern"	"Verein"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Sicherheit allgemein"	"Sicherheit"	"SiK"						
"Salzmann, Werner"	301	"Salzmann"	"Werner"		"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"	"N"	"tief"	3587				"Männerchor Limpach-Mülchi"			"Unterramsern"	"Verein"			"EinzelOrganisation"	"nie"	"Musik"	"Kultur"	"WBK"						
"Salzmann, Werner"	301	"Salzmann"	"Werner"		"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	4580				"Treuhand"		"Fiduciaire"	"Bangerten"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Advokaturen/Treuhand"	"Wirtschaft"	"WAK"						
"Salzmann, Werner"	301	"Salzmann"	"Werner"		"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"	"Mitglied"	2020-11-23		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	4958				"Raumentwicklung"		"Développement territorial"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,LeistungsErbringer,dezidierteLobby"	"nie"	"Raumplanung"	"Umwelt"	"UREK"						
"Salzmann, Werner"	301	"Salzmann"	"Werner"		"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5728				"Für ein freiheitliches Waffenrecht"		"Pour un droit libéral sur les armes"	"Bern 8"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Militär"	"Sicherheit"	"SiK"	"EU-Gegner"	"Aussenpolitik/Aussenwirtschaft"	"APK"			
"Salzmann, Werner"	301	"Salzmann"	"Werner"		"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"	"Mitglied Unterstützungskomitee"			"beirat"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"		"tief"	6080				"IG Bätterkinden"			"Bätterkinden"	"Verein"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Raumplanung"	"Umwelt"	"UREK"						
"Salzmann, Werner"	301	"Salzmann"	"Werner"		"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"	"Beirat"			"beirat"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"		"tief"	6176				"Kantonalbernische Offiziersgesellschaft"		"Société Cantonale Bernoise des Officiers"	"Burgdorf"	"Verein"			"EinzelOrganisation,DachOrganisation,MitgliedsOrganisation,dezidierteLobby"	"nie"	"Militär"	"Sicherheit"	"SiK"						
"Salzmann, Werner"	301	"Salzmann"	"Werner"		"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	6354				"Bienen"		"Abeilles"	"Appenzell"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Umwelt & Natur"	"Umwelt"	"UREK"						
"Salzmann, Werner"	301	"Salzmann"	"Werner"		"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	6904				"Schweizerische Volkspartei Wahlkreis Mittelland Nord"			"Utzigen"	"Verein"			"MitgliedsOrganisation,dezidierteLobby"	"nie"	"Parteien"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Salzmann, Werner"	301	"Salzmann"	"Werner"		"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"	"Vertreter Bund im Vorstand"			"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	7062	"0"	2020	"Ehrenamtlich"	"Verein Zukunft Drei-Seen-Land"		"Association Avenir Pays des Trois Lacs"	"Murten"	"Verein"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Raumplanung"	"Umwelt"	"UREK"	"Kantone/Regionen"	"Staatspolitik/Staatswirtschaft"	"SPK"			
"Salzmann, Werner"	301	"Salzmann"	"Werner"		"SR"	"BE"	"SVP"	"V"	"GPDel-V, GPK-SR, KVF-SR, NATO-V, OSZE, SiK-SR"	2015-11-30		"M"	1962-11-05	4172	3092	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	7231				"Schweizerische Volkspartei Region Fraubrunnen"			"Mülchi"	"Verein"			"MitgliedsOrganisation,dezidierteLobby"	"nie"	"Parteien"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"	"Mitglied Geschäftsführerausschuss"			"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	39				"economiesuisse"	"CHE-105.833.663"		"Zürich"	"Verein"	0109	6	"DachOrganisation,dezidierteLobby"	"immer"	"Wirtschaft allgemein"	"Wirtschaft"	"WAK"						
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"				"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	127				"Compasso - Berufliche Eingliederung - Informationsportal für Arbeitgeber"			"Zürich"	"Verein"			"EinzelOrganisation,LeistungsErbringer"	"nie"	"Gemeinwohl/Gesellschaft"	"Soziale Sicherheit"	"SGK"						
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"	"N"	"tief"	141				"Frauenzentrale Zürich"			"Zürich"	"Verein"			"EinzelOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Gleichstellung"	"Soziale Sicherheit"	"SGK"						
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"				"vorstand"	"vizepraesident"	"deklarationspflichtig"	"deklariert"	"0"		"hoch"	181				"Schweizerische Gesellschaft für Gesundheitspolitik (SGGP)"		"Société suisse pour la politique de la santé (SSPS)"	"Bern 8"	"Verein"			"DachOrganisation,MitgliedsOrganisation,dezidierteLobby"	"punktuell"	"Gesundheit"	"Gesundheit"	"SGK"						
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"				"vorstand"	"vizepraesident"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	437				"FDP Die Liberalen Kanton Zürich"	"CHE-100.795.759"		"Zürich"	"Verein"	0109		"MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Parteien"	"Staatspolitik/Staatswirtschaft"	"SPK"	"Kantone/Regionen"	"Staatspolitik/Staatswirtschaft"	"SPK"			
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"	"N"	"tief"	602				"WWF Schweiz"	"CHE-106.092.857"	"WWF Suisse"	"Zürich"	"Stiftung"	0110	7	"MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Umwelt & Natur"	"Umwelt"	"UREK"	"AKW-Gegner"	"Energie"	"UREK"			
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	701				"Stiftung Technopark Zürich"	"CHE-106.388.275"		"Zürich"	"Stiftung"	0110	7	"EinzelOrganisation,LeistungsErbringer"	"nie"	"Wirtschaft allgemein"	"Wirtschaft"	"WAK"						
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"	"Direktorin"			"geschaeftsfuehrend"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"mittel"	1608				"Zürcher Handelskammer"			"Zürich"	"Verein"			"DachOrganisation,dezidierteLobby"	"punktuell"	"Wirtschaft allgemein"	"Wirtschaft"	"WAK"						
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1750				"Bundeshaus-Band"		"Bundeshaus-Band"		"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Musik"	"Kultur"	"WBK"						
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1858				"Kultur"		"Culture"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Kulturinstitutionen"	"Kultur"	"WBK"						
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2124				"Bildung, Forschung und Innovation"		"Formation, recherche et innovation"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation"	"nie"	"Biotech"	"Wirtschaft"	"WAK"	"Pharma"	"Gesundheit"	"SGK"			
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2899				"Wohn- und Grundeigentum"		"Propriété immobilière et foncière"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Immobilien/Hauseigentümer"	"Wirtschaft"	"WAK"						
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	3541				"Stiftung GREATER ZURICH AREA Standortmarketing"	"CHE-109.325.957"		"Zürich"	"Stiftung"	0110	7	"EinzelOrganisation,LeistungsErbringer"	"nie"	"Wirtschaft allgemein"	"Wirtschaft"	"WAK"						
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"mittel"	3542				"Europa Institut an der Universität Zürich"			"Zürich"	"Verein"			"EinzelOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Bildung/Wissenschaft"	"Bildung"	"WBK"						
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"	"N"	"tief"	3543				"Rotary Club Zürich"			"Zürich"	"Verein"			"EinzelOrganisation,LeistungsErbringer,dezidierteLobby"	"nie"	"Zünfte, Verbindungen und Serviceclubs"	"Wirtschaft"	"WAK"	"Gemeinwohl/Gesellschaft"	"Soziale Sicherheit"	"SGK"			
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"	"N"	"tief"	3544				"Zürcher Diabetes-Gesellschaft"	"CHE-107.835.584"		"Zürich"	"Verein"	0109	6	"EinzelOrganisation,MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"nie"	"Patienten"	"Gesundheit"	"SGK"						
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	5001				"Federas Beratung AG"	"CHE-107.646.764"		"Zürich"	"AG"	0106	3	"EinzelOrganisation"	"nie"	"Staatspolitik allgemein"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"	"Präsidentin"	2019-02-25		"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5232				"Textilwirtschaft"		"Economie du textile"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Textilindustrie"	"Wirtschaft"	"WAK"						
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"	"Co-Präsidentin"			"vorstand"	"praesident"	"deklarationspflichtig"	"nicht-deklariert"	"0"		"hoch"	5462				"Komitee pro Berthold"			"Zürich"	"Informelle Gruppe"			"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Öffentliches Gesundheitswesen"	"Gesundheit"	"SGK"	"Spitäler"	"Gesundheit"	"SGK"	"Bildung/Wissenschaft"	"Bildung"	"WBK"
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5964				"lingua e cultura rumantscha"		"lingua e cultura rumantscha"	"Chur"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Kantone/Regionen"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	6558				"Opernhaus Zürich AG"	"CHE-106.005.226"		"Zürich"	"AG"	0106	3	"EinzelOrganisation"	"punktuell"	"Musik"	"Kultur"	"WBK"						
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	6559				"Pensionskasse des Opernhauses Zürich"	"CHE-109.728.999"		"Zürich"	"Stiftung"	0110	7	"EinzelOrganisation"	"nie"	"Pensionskassen"	"Wirtschaft"	"WAK"						
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	6560				"Zürcher Volkswirtschaftliche Gesellschaft"			"Zürich"	"Verein"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Wirtschaft allgemein"	"Wirtschaft"	"WAK"						
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"				"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	6561				"Swiss Fintech Innovations (SFTI)"	"CHE-263.267.886"		"Zürich"	"Verein"	0109	6	"EinzelOrganisation,DachOrganisation,dezidierteLobby"	"punktuell"	"Wirtschaft allgemein"	"Wirtschaft"	"WAK"	"Banken"	"Wirtschaft"	"WAK"			
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	6563				"Schweizerisches Institut für Kunstwissenschaft"		"l’Institut suisse pour l’étude de l’art"	"Zürich"	"Stiftung"			"EinzelOrganisation,MitgliedsOrganisation"	"punktuell"	"Kulturförderung"	"Kultur"	"WBK"						
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"				"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	6564				"Schweizerischer Verein Balgrist"	"CHE-106.384.171"		"Zürich"	"Verein"	0109	6	"EinzelOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Spitäler"	"Gesundheit"	"SGK"						
"Sauter, Regine"	302	"Sauter"	"Regine"		"NR"	"ZH"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"F"	1966-04-16	4202	3103	"de"	"de"				"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	6565				"Swiss Chambers' Arbitration Institution"	"CHE-114.300.880"		"Basel"	"Verein"	0109	6	"EinzelOrganisation,DachOrganisation,LeistungsErbringer"	"punktuell"	"Justiz"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Schaffner, Barbara"	418	"Schaffner"	"Barbara"		"NR"	"ZH"	"GLP"	"GL"	"KVF-NR"	2019-12-02		"F"	1968-07-28	4287	3179	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	524				"Aktive Mobilität"		"Mobilité Douce"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Langsamverkehr"	"Verkehr"	"KVF"						
"Schaffner, Barbara"	418	"Schaffner"	"Barbara"		"NR"	"ZH"	"GLP"	"GL"	"KVF-NR"	2019-12-02		"F"	1968-07-28	4287	3179	"de"	"de"	"Geschäftsführerin und Vorstandsmitglied"			"geschaeftsfuehrend"		"deklarationspflichtig"	"deklariert"	"0"		"mittel"	636	"0"	2020	"Geschäftsführung wird über das Mandat der eneba GmbH vergütet"	"Zürich Erneuerbar"			"Zürich"	"Verein"			"EinzelOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Alternativenergie"	"Energie"	"UREK"						
"Schaffner, Barbara"	418	"Schaffner"	"Barbara"		"NR"	"ZH"	"GLP"	"GL"	"KVF-NR"	2019-12-02		"F"	1968-07-28	4287	3179	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	637				"Biodiversität und Artenschutz"		"Biodiversité et gestion des espèces"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Umwelt & Natur"	"Umwelt"	"UREK"						
"Schaffner, Barbara"	418	"Schaffner"	"Barbara"		"NR"	"ZH"	"GLP"	"GL"	"KVF-NR"	2019-12-02		"F"	1968-07-28	4287	3179	"de"	"de"	"Co-Präsidium"	2020-06-09		"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1454				"Cleantech"		"Cleantech"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Cleantech"	"Wirtschaft"	"WAK"						
