anzeige_name	name	id	nachname	vorname	vorname_kurz	zweiter_vorname	rat_id	kanton_id	kommissionen	partei_id	parteifunktion	fraktion_id	fraktionsfunktion	im_rat_seit	im_rat_bis	ratswechsel	ratsunterbruch_von	ratsunterbruch_bis	beruf	beruf_fr	beruf_interessengruppe_id	titel	aemter	weitere_aemter	zivilstand	anzahl_kinder	militaerischer_grad_id	geschlecht	geburtstag	photo_dateiname	photo_dateierweiterung	photo_dateiname_voll	photo_mime_type	kleinbild	sitzplatz	homepage	homepage_2	parlament_biografie_id	parlament_number	parlament_interessenbindungen_updated	twitter_name	linkedin_profil_url	xing_profil_name	facebook_name	wikipedia	sprache	arbeitssprache	adresse_firma	adresse_plz	adresse_ort	erfasst	freigabe_datum	beruf_de	von	bis	aktiv	geburtstag_unix	im_rat_seit_unix	im_rat_bis_unix	freigabe_datum_unix	von_unix	bis_unix	vertretene_bevoelkerung	rat	kanton	romandie	rat_de	kanton_name_de	rat_fr	kanton_name_fr	kommissionen_namen	kommissionen_namen_de	kommissionen_namen_fr	kommissionen_abkuerzung	kommissionen_abkuerzung_de	kommissionen_abkuerzung_fr	kommissionen_anzahl	partei	partei_name	fraktion	militaerischer_grad	partei_de	partei_name_de	militaerischer_grad_de	partei_fr	partei_name_fr	militaerischer_grad_fr	beruf_branche_id	titel_de	titel_fr	parlamentarier_id	verguetungstransparenz_beurteilung_stichdatum	verguetungstransparenz_beurteilung	refreshed_date
"Aebi, Andreas"	"Andreas Aebi"	39	"Aebi"	"Andreas"			1	2	"APK-NR, Bü-NR, Bü-VBV-V, OSZE, VD"	5	"mitglied"	5	"mitglied"	2007-12-03					"Landwirt, Auktionator, Unternehmer"	"Agriculteur,  commissaire-priseur, Entrepreneur"	85	"Eidg. dipl. Landwirt"	"Gemeindepräsident von Alchenstorf: von 1998 bis 2008"	"Präsident SVP-Emmental: seit Oktober 2009"	"verheiratet"	3	18	"M"	1958-11-26					"2670.jpg"	38	"http://www.aebi-andreas.ch"		3867	2670	2020-11-29T14:02:40					"https://de.wikipedia.org/wiki/Andreas_Aebi"	"de"	"de"		3473	"Alchenstorf"		2019-09-12T15:14:11	"Landwirt, Auktionator, Unternehmer"	2007-12-03		1	"0"	1196636400		1568294051	1196636400		43124	"NR"	"BE"	"0"	"NR"	"Bern"	"CN"	"Berne"	"Aussenpolitische Kommission NR (APK-NR); Büro NR (Bü-NR); Büro Vereinigte Bundesversammlung (Bü-VBV-V); Delegation bei der parlamentarischen Versammlung der OSZE (OSZE); Verwaltungsdelegation (VD)"	"Aussenpolitische Kommission NR (APK-NR); Büro NR (Bü-NR); Büro Vereinigte Bundesversammlung (Bü-VBV-V); Delegation bei der parlamentarischen Versammlung der OSZE (OSZE); Verwaltungsdelegation (VD)"	"Bureau CN (Bu); Bureau Assemblée fédérale (Bu-CR); Commission de politique extérieure CN (CPE); Délégation administrative (DA); Délégation auprès de l'Assemblée parlementaire de l'OSCE (OSCE)"	"APK-NR, Bü-NR, Bü-VBV-V, OSZE, VD"	"APK-NR, Bü-NR, Bü-VBV-V, OSZE, VD"	"Bu, Bu-CR, CPE, DA, OSCE"	5	"SVP"	"Schweizerische Volkspartei"	"V"	"Major"	"SVP"	"Schweizerische Volkspartei"	"Major"	"UDC"	"Union Démocratique du Centre"		15	"Nationalrat"	"Le Conseiller national"	39			2020-12-07 02:31:03
"Aebischer, Matthias"	"Matthias Aebischer"	40	"Aebischer"	"Matthias"			1	2	"GK-V, KVF-NR, WBK-NR"	3	"mitglied"	3	"mitglied"	2011-12-05					"Journalist und Hausmann"		62				"verheiratet"	3	2	"M"	1967-10-18					"2760.jpg"	73	"http://www.matthiasaebischer.ch"		4049	2760	2020-02-09T12:18:01	"M_Aebischer"			"aebischer.bern"	"https://de.wikipedia.org/wiki/Matthias_Aebischer"	"de"	"de"		3005	"Bern"		2019-09-18T16:39:37	"Journalist und Hausmann"	2011-12-05		1	"0"	1323039600		1568817577	1323039600		43124	"NR"	"BE"	"0"	"NR"	"Bern"	"CN"	"Berne"	"Gerichtskommission (GK-V); Kommission für Verkehr und Fernmeldewesen NR (KVF-NR); Kommission für Wissenschaft, Bildung und Kultur NR (WBK-NR)"	"Gerichtskommission (GK-V); Kommission für Verkehr und Fernmeldewesen NR (KVF-NR); Kommission für Wissenschaft, Bildung und Kultur NR (WBK-NR)"	"Commission judiciaire (CJ); Commission de la science, de l'éducation et de la culture CN (CSEC); Commission des transports et des télécommunications CN (CTT)"	"GK-V, KVF-NR, WBK-NR"	"GK-V, KVF-NR, WBK-NR"	"CJ, CSEC, CTT"	3	"SP"	"Sozialdemokratische Partei"	"S"	"Soldat"	"SP"	"Sozialdemokratische Partei"	"Soldat"	"PSS"	"Parti socialiste"		18	"Nationalrat"	"Le Conseiller national"	40			2020-12-07 02:31:03
"Aeschi, Thomas"	"Thomas Aeschi"	41	"Aeschi"	"Thomas"			1	9	"Bü-NR, EFTA/EU, GK-V, SGK-NR, WAK-NR"	5	"mitglied"	5	"praesident"	2011-12-05					"Unternehmensberater"	"Consultant en gestion"	18	"lic.oec.HSG, Harvard MPA"	"Zuger Kantonsrat: 2010 - 2012"	"Fraktionspräsident SVP Schweiz: Seit November 2017; Parteileitungsausschuss SVP Schweiz: Seit April 2016 (davon als Vizepräsident SVP Schwiz: 2016 - 2018); Präsident SVP Kanton Zug: Seit März 2015; Vizepräsident SVP Kanton Zug: 2011 – 2015; Vorstandsmitglied SVP Baar: Seit Mai 2009 (davon als Präsident SVP Baar: 2009 - 2015)."			16	"M"	1979-01-13					"2758.jpg"	124	"http://www.aeschi.com"		4053	2758	2020-12-04T21:05:11	"thomas_aeschi"	"https://www.linkedin.com/in/thomasaeschi/"		"aeschi"	"https://de.wikipedia.org/wiki/Thomas_Aeschi"	"de"	"de"		6300	"Zug"	"Ja"	2019-09-07T11:58:52	"Unternehmensberater"	2011-12-05		1	285030000	1323039600		1567850332	1323039600		42279	"NR"	"ZG"	"0"	"NR"	"Zug"	"CN"	"Zoug"	"Büro NR (Bü-NR); Delegation EFTA / Europäisches Parlament-V (EFTA/EU); Gerichtskommission (GK-V); Kommission für soziale Sicherheit und Gesundheit NR (SGK-NR); Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Büro NR (Bü-NR); Delegation EFTA / Europäisches Parlament-V (EFTA/EU); Gerichtskommission (GK-V); Kommission für soziale Sicherheit und Gesundheit NR (SGK-NR); Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Délégation AELE / Parlement européen-V (AELE/UE); Bureau CN (Bu); Commission de l'économie et des redevances CN (CER); Commission judiciaire (CJ); Commission de la sécurité sociale et de la santé publique CN (CSSS)"	"Bü-NR, EFTA/EU, GK-V, SGK-NR, WAK-NR"	"Bü-NR, EFTA/EU, GK-V, SGK-NR, WAK-NR"	"AELE/UE, Bu, CER, CJ, CSSS"	5	"SVP"	"Schweizerische Volkspartei"	"V"	"Oberleutnant"	"SVP"	"Schweizerische Volkspartei"	"Oberleutnant"	"UDC"	"Union Démocratique du Centre"		9	"Nationalrat"	"Le Conseiller national"	41			2020-12-07 02:31:03
"Amaudruz, Céline"	"Céline Marie-Claire Amaudruz"	44	"Amaudruz"	"Céline"		"Marie-Claire"	1	25	"SGK-NR, WAK-NR"	5	"mitglied"	5	"mitglied"	2011-12-05					"Direktorin Wealth Management UBS"	"Directrice Wealth Management UBS"	16	"lic. en droit"	"Organe législatif cantonal: depuis octobre 2009 jusqu'à octobre 2011; Organe législatif de la commune de Puplinge: depuis mars 2011 jusqu'à mars 2015"	"Présidente de la séction genevoise de l'UDC: dès août 2010; Vice-présidente UDC Suisse: dès avril 2016"				"F"	1979-03-15					"2796.jpg"	192			4090	2796	2020-11-29T14:02:40	"AmaudruzCeline"	"https://www.linkedin.com/in/céline-amaudruz-2bb4579a/"		"amaudruz.celine"	"https://de.wikipedia.org/wiki/Céline_Amaudruz"	"fr"	"fr"		1208	"Genève"	"Ja"	2019-08-24T10:55:01	"Direktorin Wealth Management UBS"	2011-12-05		1	290300400	1323039600		1566636901	1323039600		41623	"NR"	"GE"	1	"NR"	"Genf"	"CN"	"Genève"	"Kommission für soziale Sicherheit und Gesundheit NR (SGK-NR); Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Kommission für soziale Sicherheit und Gesundheit NR (SGK-NR); Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Commission de l'économie et des redevances CN (CER); Commission de la sécurité sociale et de la santé publique CN (CSSS)"	"SGK-NR, WAK-NR"	"SGK-NR, WAK-NR"	"CER, CSSS"	2	"SVP"	"Schweizerische Volkspartei"	"V"		"SVP"	"Schweizerische Volkspartei"		"UDC"	"Union Démocratique du Centre"		9	"Nationalrätin"	"La Conseillère nationale"	44			2020-12-07 02:31:03
"Badran, Jacqueline"	"Jacqueline Badran"	49	"Badran"	"Jacqueline"			1	1	"APK-NR, WAK-NR"	3	"mitglied"	3	"mitglied"	2011-12-05					"Unternehmerin"	"Entrepreneuse"	78	"dipl.phil.II et lic.rer.publ.HSG"	"Parlament der Stadt Zürich: von Mai 2002 bis November 2011"		"verheiratet"			"F"	1961-11-12					"2762.jpg"	45	"http://www.badran.ch"		4058	2762	2020-11-29T14:02:40	"JayBadran"	"https://www.linkedin.com/in/jacqueline-badran-83ba2999"	"Jacqueline_Badran"	"jacqueline.badran"	"https://de.wikipedia.org/wiki/Jacqueline_Badran"	"de"	"de"	"Zeix AG"	8004	"Zürich"	"Ja"	2019-09-18T17:55:26	"Unternehmerin"	2011-12-05		1	"0"	1323039600		1568822126	1323039600		43456	"NR"	"ZH"	"0"	"NR"	"Zürich"	"CN"	"Zurich"	"Aussenpolitische Kommission NR (APK-NR); Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Aussenpolitische Kommission NR (APK-NR); Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Commission de l'économie et des redevances CN (CER); Commission de politique extérieure CN (CPE)"	"APK-NR, WAK-NR"	"APK-NR, WAK-NR"	"CER, CPE"	2	"SP"	"Sozialdemokratische Partei"	"S"		"SP"	"Sozialdemokratische Partei"		"PSS"	"Parti socialiste"		9	"Nationalrätin"	"La Conseillère nationale"	49			2020-12-07 02:31:03
"Bäumle, Martin"	"Martin Bäumle"	51	"Bäumle"	"Martin"			1	1	"IK-NR, UREK-NR"	2	"mitglied"	2	"mitglied"	2003-12-01					"Atmosphärenwissenschafter"	"Scientifique de l'atmosphère"	54	"dipl. chem. ETH"	"Legislative der Gemeinde: von April 1990 bis März 1998; Exekutive der Gemeinde (Stadtrat): seit April 1998; Legislative des Kantons: von Mai 1987 bis Mai 1995 und von Mai 1999 bis Mai 2004"	"Präsident Grünliberale Kanton Zürich: von Juli 2004 bis Mai 2008; Präsident Grünliberale Schweiz: von Juli 2007 bis August 2017; Vizepräsident Grünliberale Schweiz seit August 2017"	"verheiratet"		2	"M"	1964-06-03					"2585.jpg"	92	"https://martin-baeumle.ch/aktuell/"		1138	2585	2020-11-29T14:02:40	"Martin_Baeumle"	"https://www.linkedin.com/in/martin-bäumle-b314b81b"		"martin.baumle"	"https://de.wikipedia.org/wiki/Martin_Bäumle"	"de"	"de"	"c/o Grünliberale Partei Schweiz"	3011	"Bern"	"Ja"	2019-09-13T17:51:24	"Atmosphärenwissenschafter"	2003-12-01		1	"0"	1070233200		1568389884	1070233200		43456	"NR"	"ZH"	"0"	"NR"	"Zürich"	"CN"	"Zurich"	"Immunitätskommission NR (IK-NR); Kommission für Umwelt, Raumplanung und Energie NR (UREK-NR)"	"Immunitätskommission NR (IK-NR); Kommission für Umwelt, Raumplanung und Energie NR (UREK-NR)"	"Commission de l'immunité CN (CdI); Commission de l'environnement, de l'aménagement du territoire et de l'énergie CN (CEATE)"	"IK-NR, UREK-NR"	"IK-NR, UREK-NR"	"CdI, CEATE"	2	"GLP"	"Grünliberale Partei"	"GL"	"Soldat"	"GLP"	"Grünliberale Partei"	"Soldat"	"PVL"	"Parti vert-libéral"		4	"Nationalrat"	"Le Conseiller national"	51			2020-12-07 02:31:03
"Bertschy, Kathrin"	"Kathrin Bertschy"	53	"Bertschy"	"Kathrin"			1	2	"GK-V, WAK-NR"	2	"mitglied"	2	"mitglied"	2011-12-05					"Ökonomin"	"Economiste"	20	"lic. rer. pol."	"Legislative der Stadt Bern: von Januar 2009 bis Dezember 2011"	"Vizepräsidentin der glp Schweiz: seit April 2016; Vorstand/Geschäftsleitungsmitglied der glp Kanton Bern: seit 2008; Präsidentin der glp Bern: von 2008 bis 2009"				"F"	1979-07-02					"3016.jpg"	87	"http://www.kathrinbertschy.ch"		4102	3016	2020-11-29T14:02:40	"kathrinbertschy"	"https://www.linkedin.com/pub/kathrin-bertschy/9b/ab9/367"		"kathrin.bertschy"	"https://de.wikipedia.org/wiki/Kathrin_Bertschy"	"de"	"de"	"c/o alliance F"	3012	"Bern"	"Ja"	2020-12-01T10:21:30	"Ökonomin"	2011-12-05		1	299718000	1323039600		1606814490	1323039600		43124	"NR"	"BE"	"0"	"NR"	"Bern"	"CN"	"Berne"	"Gerichtskommission (GK-V); Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Gerichtskommission (GK-V); Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Commission de l'économie et des redevances CN (CER); Commission judiciaire (CJ)"	"GK-V, WAK-NR"	"GK-V, WAK-NR"	"CER, CJ"	2	"GLP"	"Grünliberale Partei"	"GL"		"GLP"	"Grünliberale Partei"		"PVL"	"Parti vert-libéral"		14	"Nationalrätin"	"La Conseillère nationale"	53			2020-12-07 02:31:03
"Birrer-Heimo, Prisca"	"Prisca Birrer-Heimo"	55	"Birrer-Heimo"	"Prisca"			1	3	"GPK-NR, WAK-NR"	3	"mitglied"	3	"mitglied"	2010-05-31					"Wirtschaftsingenieurin"	"Ingénieure en économie"	81		"Exekutive der Gemeinde (Gemeinderätin) Rothenburg: von August 2007 bis Mai 2014 Finanzvorsteherin; Legislative des Kantons (Grossrätin): von Juni 1995 bis Mai 2005"	"Mitglied der Geschäftsleitung der SP Luzern; Vorstandsmitglied SP-Sektion Rothenburg: von August 2007 bis Mai 2014"	"verheiratet"	2		"F"	1959-02-04					"2743.jpg"	107	"http://www.priscabirrer-heimo.ch"		4030	2743	2020-11-29T14:02:40					"https://de.wikipedia.org/wiki/Prisca_Birrer-Heimo"	"de"	"de"		6023	"Rothenburg"	"Ja"	2019-08-25T10:54:11	"Wirtschaftsingenieurin"	2010-05-31		1	"0"	1275256800		1566723251	1275256800		45506	"NR"	"LU"	"0"	"NR"	"Luzern"	"CN"	"Lucerne"	"Geschäftsprüfungskommission NR (GPK-NR); Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Geschäftsprüfungskommission NR (GPK-NR); Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Commission de gestion CN (CdG); Commission de l'économie et des redevances CN (CER)"	"GPK-NR, WAK-NR"	"GPK-NR, WAK-NR"	"CdG, CER"	2	"SP"	"Sozialdemokratische Partei"	"S"		"SP"	"Sozialdemokratische Partei"		"PSS"	"Parti socialiste"		9	"Nationalrätin"	"La Conseillère nationale"	55			2020-12-07 02:31:03
"Bourgeois, Jacques"	"Jacques Bourgeois"	57	"Bourgeois"	"Jacques"			1	10	"FK-NR, UREK-NR"	1	"mitglied"	1	"mitglied"	2007-12-03					"Nationalrat"	"Conseiller national"	85	"ing. agr. HES"	"Législatif cantonal (Grand Conseil): depuis 2001 jusqu'à novembre 2007"	"Membre du Comité du groupe"	"verheiratet"	2		"M"	1958-03-14					"2675.jpg"	140	"http://www.bourgeois.ch"	"http://www.sbv-usp.ch"	3872	2675	2020-07-03T22:04:25		"https://www.linkedin.com/in/jacques-bourgeois-07b143b2"			"https://de.wikipedia.org/wiki/Jacques_Bourgeois"	"fr"	"fr"	"Union Suisse des Paysans"	1754	"Avry-sur-Matran"	"Ja"	2019-09-13T10:11:12	"Nationalrat"	2007-12-03		1	"0"	1196636400		1568362272	1196636400		45531	"NR"	"FR"	1	"NR"	"Freiburg"	"CN"	"Fribourg"	"Finanzkommission NR (FK-NR); Kommission für Umwelt, Raumplanung und Energie NR (UREK-NR)"	"Finanzkommission NR (FK-NR); Kommission für Umwelt, Raumplanung und Energie NR (UREK-NR)"	"Commission des finances CN (CdF); Commission de l'environnement, de l'aménagement du territoire et de l'énergie CN (CEATE)"	"FK-NR, UREK-NR"	"FK-NR, UREK-NR"	"CdF, CEATE"	2	"FDP"	"Freisinnig-Demokratische Partei"	"RL"		"FDP"	"Freisinnig-Demokratische Partei"		"PLR"	"PLR.Les Libéraux-Radicaux"		15	"Nationalrat"	"Le Conseiller national"	57			2020-12-07 02:31:03
"Büchel, Roland"	"Roland Rino Büchel"	60	"Büchel"	"Roland"		"Rino"	1	17	"APK-NR, Bü-NR, Del FL-V, ERD-V"	5	"mitglied"	5	"mitglied"	2010-03-01					"Sportmanager, Kleinunternehmer"	"Manager de sport, entrepreneur"	65		"Legislative des Kantons: von Juni 2004 bis Mai 2010"	"Vorstand SVP Oberriet; Vorstand SVP Rheintal; Vorstand SVP St. Gallen; Vorstand SVP Schweiz; Vorstand SVP International; Vorstand SVP Bundeshausfraktion"	"ledig"	1		"M"	1965-10-08					"2740.jpg"	3	"http://www.rolandbuechel.ch"		4025	2740	2020-11-29T14:02:40					"https://de.wikipedia.org/wiki/Roland_Rino_B%C3%BCchel"	"de"	"de"		9463	"Oberriet"	"Ja"	2019-08-15T12:31:20	"Sportmanager, Kleinunternehmer"	2010-03-01		1	"0"	1267398000		1565865080	1267398000		42308	"NR"	"SG"	"0"	"NR"	"St. Gallen"	"CN"	"Saint-Gall"	"Aussenpolitische Kommission NR (APK-NR); Büro NR (Bü-NR); Delegation für die Beziehungen zum Landtag des Fürstentums Liechtenstein (Del FL-V); Delegation beim Europarat (ERD-V)"	"Aussenpolitische Kommission NR (APK-NR); Büro NR (Bü-NR); Delegation für die Beziehungen zum Landtag des Fürstentums Liechtenstein (Del FL-V); Delegation beim Europarat (ERD-V)"	"Bureau CN (Bu); Commission de politique extérieure CN (CPE); Délégation auprès du Conseil de l'Europe (DCE); Délégation pour les relations avec le Landtag du Liechtenstein (Del FL)"	"APK-NR, Bü-NR, Del FL-V, ERD-V"	"APK-NR, Bü-NR, Del FL-V, ERD-V"	"Bu, CPE, DCE, Del FL"	4	"SVP"	"Schweizerische Volkspartei"	"V"		"SVP"	"Schweizerische Volkspartei"		"UDC"	"Union Démocratique du Centre"		17	"Nationalrat"	"Le Conseiller national"	60			2020-12-07 02:31:03
"Bulliard-Marbach, Christine"	"Christine Bulliard-Marbach"	63	"Bulliard-Marbach"	"Christine"			1	10	"APF-V, APK-NR, UREK-NR"	7	"mitglied"	8	"mitglied"	2011-12-05					"Leiterin eines Landwirtschaftsbetriebs"	"Directrice d'une entreprise agriculturelle"	85		"Exekutive der Gemeinde (Gemeindepräsidentin 2006): seit März 1996"		"verheiratet"	3		"F"	1959-10-13					"3017.jpg"	147	"http://www.christine-bulliard.ch"		4101	3017	2020-11-29T14:02:40	"BulliardMarbach"			"ChristineBulliardMarbach"	"https://de.wikipedia.org/wiki/Christine_Bulliard-Marbach"	"de"	"de"		3182	"Ueberstorf"	"Ja"	2019-09-18T16:37:34	"Leiterin eines Landwirtschaftsbetriebs"	2011-12-05		1	"0"	1323039600		1568817454	1323039600		45531	"NR"	"FR"	1	"NR"	"Freiburg"	"CN"	"Fribourg"	"Delegation bei der parlamentarischen Versammlung der Frankophonie (APF-V); Aussenpolitische Kommission NR (APK-NR); Kommission für Umwelt, Raumplanung und Energie NR (UREK-NR)"	"Delegation bei der parlamentarischen Versammlung der Frankophonie (APF-V); Aussenpolitische Kommission NR (APK-NR); Kommission für Umwelt, Raumplanung und Energie NR (UREK-NR)"	"Délégation auprès de l'Assemblée parlementaire de la Francophonie (APF); Commission de l'environnement, de l'aménagement du territoire et de l'énergie CN (CEATE); Commission de politique extérieure CN (CPE)"	"APF-V, APK-NR, UREK-NR"	"APF-V, APK-NR, UREK-NR"	"APF, CEATE, CPE"	3	"CVP"	"Christlichdemokratische Volkspartei"	"M-CEB"		"CVP"	"Christlichdemokratische Volkspartei"		"PDC"			15	"Nationalrätin"	"La Conseillère nationale"	63			2020-12-07 02:31:03
"Candinas, Martin"	"Martin Candinas"	65	"Candinas"	"Martin"			1	18	"Bü-NR, KVF-NR, SiK-NR, VD"	7	"mitglied"	8	"mitglied"	2011-12-05					"Fachspezialist Partner- und Key Account Management Helsana Versicherungen AG"	"Spécialiste Partner- et Key Account Management à Helsana Assurances SA"	2		"Legislative des Kantons (Grossrat): von Mai 2006 bis November 2011"	"Mitglied des Präsidiums der CVP Schweiz; Mitglied der Geschäftsleitung der CVP Graubünden"	"verheiratet"	3		"M"	1980-08-20					"2770.jpg"	185	"http://www.martincandinas.ch"		4070	2770	2020-11-29T14:02:40	"martin_candinas"			"candinas.martin"	"https://de.wikipedia.org/wiki/Martin_Candinas"	"rm"	"de"		7000	"Chur"		2019-09-13T07:34:59	"Fachspezialist Partner- und Key Account Management Helsana Versicherungen AG"	2011-12-05		1	335574000	1323039600		1568352899	1323039600		39676	"NR"	"GR"	"0"	"NR"	"Graubünden"	"CN"	"Grisons"	"Büro NR (Bü-NR); Kommission für Verkehr und Fernmeldewesen NR (KVF-NR); Sicherheitspolitische Kommission NR (SiK-NR); Verwaltungsdelegation (VD)"	"Büro NR (Bü-NR); Kommission für Verkehr und Fernmeldewesen NR (KVF-NR); Sicherheitspolitische Kommission NR (SiK-NR); Verwaltungsdelegation (VD)"	"Bureau CN (Bu); Commission de la politique de sécurité CN (CPS); Commission des transports et des télécommunications CN (CTT); Délégation administrative (DA)"	"Bü-NR, KVF-NR, SiK-NR, VD"	"Bü-NR, KVF-NR, SiK-NR, VD"	"Bu, CPS, CTT, DA"	4	"CVP"	"Christlichdemokratische Volkspartei"	"M-CEB"		"CVP"	"Christlichdemokratische Volkspartei"		"PDC"			1	"Nationalrat"	"Le Conseiller national"	65			2020-12-07 02:31:03
"Caroni, Andrea"	"Andrea Caroni"	66	"Caroni"	"Andrea"			2	15	"APK-NS 20-30, APK-SR, Del I-V, GK-V, IPU, RK-SR, SPK-SR"	1	"mitglied"	1	"mitglied"	2011-12-05		2015-11-30			"Rechtsanwalt, Lehrbeauftragter"	"Avocat, Chargé de cours"	58	"Dr. iur. / MPA (Harvard)"	"Exekutive der Gemeinde Grub AR: Juni 2005 - Mai 2008; Rechnungs- und Geschäftsprüfungskomm. Grub AR: Juni 2000  -Mai 2005"	"1. Vizepräsident der FDP Schweiz: seit April 2016; Vorstandsmitglied der Fraktion der FDP.Die Liberalen: seit Dez. 2011; Vorstandsmitlied der FDP Schweiz: April 2012 - April 2016; Parteileitungsmitglied FDP AR: seit April 2007; Ehrenpräsident der Jungfreisinnigen AR: seit Juni 2010; Vorstandsmitglied FDP Grub AR: seit April 2000; Vizepräsident FDP Grub AR: seit April 2005; Präsident der Jungfreisinnigen AR: Sept. 2007  -Juni 2010; Vorstandsmitglied der Jungfreisinnigen Schweiz: 2011 - 2016; Mitglied des IPU Committees on the Human rights of Parlamentarians: seit 2017"		2	19	"M"	1980-04-19					"2775.jpg"	12	"http://www.andrea-caroni.ch"	"http://www.advocat.ch"	4075	2775	2020-11-29T14:02:40	"AndreaCaroniAR"	"https://www.linkedin.com/in/andrea-caroni-940b8215b/"		"andrea.claudio.caroni"	"https://de.wikipedia.org/wiki/Andrea_Caroni"	"de"	"de"		9100	"Herisau"	"Ja"	2019-08-16T08:39:13	"Rechtsanwalt, Lehrbeauftragter"	2011-12-05		1	324946800	1323039600		1565937553	1323039600		55234	"SR"	"AR"	"0"	"SR"	"Appenzell Ausserrhoden"	"CE"	"Appenzell Rhodes-Extérieures"	"Mitwirkung des Parlamentes im Bereich von Soft Law (APK-NS 20-30); Aussenpolitische Kommission SR (APK-SR); Delegation für die Beziehungen zum Italienischen Parlament (Del I-V); Gerichtskommission (GK-V); Delegation bei der Interparlamentarischen Union (IPU); Kommission für Rechtsfragen SR (RK-SR); Staatspolitische Kommission SR (SPK-SR)"	"Mitwirkung des Parlamentes im Bereich von Soft Law (APK-NS 20-30); Aussenpolitische Kommission SR (APK-SR); Delegation für die Beziehungen zum Italienischen Parlament (Del I-V); Gerichtskommission (GK-V); Delegation bei der Interparlamentarischen Union (IPU); Kommission für Rechtsfragen SR (RK-SR); Staatspolitische Kommission SR (SPK-SR)"	"Commission des affaires juridiques CE (CAJ); Commission des institutions politiques CE (CIP); Commission judiciaire (CJ); Commission de politique extérieure CE (CPE); Participation du Parlement dans le domaine du droit souple ("" Soft Law "") (CPE-NE 20-30); Délégation pour les relations avec le Parlement italien (Del I); Délégation auprès de l'Union interparlementaire (UIP)"	"APK-NS 20-30, APK-SR, Del I-V, GK-V, IPU, RK-SR, SPK-SR"	"APK-NS 20-30, APK-SR, Del I-V, GK-V, IPU, RK-SR, SPK-SR"	"CAJ, CIP, CJ, CPE, CPE-NE 20-30, Del I, UIP"	7	"FDP"	"Freisinnig-Demokratische Partei"	"RL"	"Oberstleutnant"	"FDP"	"Freisinnig-Demokratische Partei"	"Oberstleutnant"	"PLR"	"PLR.Les Libéraux-Radicaux"		9	"Ständerat"	"Le Conseiller aux Etats"	66			2020-12-07 02:31:03
"Chevalley, Isabelle"	"Isabelle Chevalley"	67	"Chevalley"	"Isabelle"			1	22	"UREK-NR, WBK-NR"	2	"mitglied"	2	"mitglied"	2011-12-05					"Beraterin"	"Consultante"	18	"Dr. ès Sciences"	"Organe législatif du Canton: depuis août 2008 jusqu'à novembre 2013"	"Vice-présidente du parti vert'libéral: dès avril 2016; Membre du comité du parti vert'libéral Vaud"				"F"	1972-04-13					"3604.jpg"	55	"http://www.isabellechevalley.ch"		4108	3604	2020-11-29T14:02:40	"I_Chevalley"	"https://www.linkedin.com/in/isabelle-chevalley-844b1016/"	"Isabelle_Chevalley/cv"	"isabelle.chevalley"	"https://de.wikipedia.org/wiki/Isabelle_Chevalley"	"fr"	"fr"		1188	"St-George"		2019-09-18T16:35:23	"Beraterin"	2011-12-05		1	71967600	1323039600		1568817323	1323039600		42060	"NR"	"VD"	1	"NR"	"Waadt"	"CN"	"Vaud"	"Kommission für Umwelt, Raumplanung und Energie NR (UREK-NR); Kommission für Wissenschaft, Bildung und Kultur NR (WBK-NR)"	"Kommission für Umwelt, Raumplanung und Energie NR (UREK-NR); Kommission für Wissenschaft, Bildung und Kultur NR (WBK-NR)"	"Commission de l'environnement, de l'aménagement du territoire et de l'énergie CN (CEATE); Commission de la science, de l'éducation et de la culture CN (CSEC)"	"UREK-NR, WBK-NR"	"UREK-NR, WBK-NR"	"CEATE, CSEC"	2	"GLP"	"Grünliberale Partei"	"GL"		"GLP"	"Grünliberale Partei"		"PVL"	"Parti vert-libéral"		9	"Nationalrätin"	"La Conseillère nationale"	67			2020-12-07 02:31:03
